filename,true_label,predicted_label,prob_cls0,prob_cls1,prob_cls2,prob_cls3,prob_cls4,prob_cls5,prob_cls6
test/ISIC_0034630.jpg,4,5,0.02114868,0.01576233,0.01637268,0.01579285,0.4362793,0.48095703,0.01383209
test/ISIC_0035629.jpg,4,4,0.01637268,0.01289368,0.02632141,0.01985168,0.71484375,0.19189453,0.01782227
test/ISIC_0035848.jpg,1,1,0.01834106,0.88476562,0.0147171,0.02104187,0.01805115,0.02072144,0.02227783
test/ISIC_0035144.jpg,5,5,0.01985168,0.01887512,0.01820374,0.02153015,0.01490784,0.88867188,0.01794434
test/ISIC_0034778.jpg,5,5,0.01701355,0.0191803,0.01570129,0.02287292,0.01661682,0.89208984,0.01669312
test/ISIC_0035171.jpg,1,1,0.04299927,0.86572266,0.01286316,0.01887512,0.02047729,0.01527405,0.02388
test/ISIC_0035881.jpg,2,2,0.02407837,0.02029419,0.86767578,0.02015686,0.02183533,0.02148438,0.02438354
test/ISIC_0035100.jpg,5,5,0.02078247,0.01831055,0.01905823,0.02377319,0.01792908,0.88525391,0.01502991
test/ISIC_0034776.jpg,5,5,0.01916504,0.01803589,0.01727295,0.02024841,0.01780701,0.88964844,0.01766968
test/ISIC_0034554.jpg,1,1,0.02217102,0.875,0.01826477,0.02113342,0.02110291,0.01675415,0.0254364
test/ISIC_0035477.jpg,5,5,0.0199585,0.01681519,0.0188446,0.02197266,0.01407623,0.89111328,0.01701355
test/ISIC_0035740.jpg,5,5,0.01882935,0.01925659,0.01324463,0.01847839,0.02348328,0.88916016,0.0174408
test/ISIC_0035302.jpg,5,5,0.02557373,0.01564026,0.10040283,0.01979065,0.01506805,0.80517578,0.01835632
test/ISIC_0034751.jpg,2,5,0.01959229,0.01279449,0.03527832,0.01669312,0.0335083,0.86425781,0.01763916
test/ISIC_0035388.jpg,2,2,0.03808594,0.03092957,0.83789062,0.02622986,0.02108765,0.02534485,0.02067566
test/ISIC_0035429.jpg,5,5,0.01254272,0.01222229,0.07000732,0.01583862,0.01757812,0.84667969,0.02511597
test/ISIC_0035599.jpg,6,6,0.01850891,0.01676941,0.020401,0.01503754,0.01844788,0.01415253,0.89648438
test/ISIC_0034914.jpg,2,5,0.02207947,0.01462555,0.02534485,0.01721191,0.11309814,0.79589844,0.01158905
test/ISIC_0035803.jpg,5,4,0.01288605,0.01586914,0.42211914,0.01823425,0.42553711,0.08776855,0.01757812
test/ISIC_0035385.jpg,5,5,0.02563477,0.02284241,0.02052307,0.02075195,0.01468658,0.87011719,0.02546692
test/ISIC_0035961.jpg,5,5,0.01914978,0.01809692,0.01509857,0.01824951,0.01905823,0.89257812,0.01786804
test/ISIC_0034627.jpg,5,5,0.02546692,0.02259827,0.01780701,0.01947021,0.01445007,0.88330078,0.01683044
test/ISIC_0036030.jpg,5,5,0.0213623,0.01768494,0.01582336,0.02833557,0.02510071,0.81152344,0.07995605
test/ISIC_0035592.jpg,5,5,0.01997375,0.01838684,0.01543427,0.01785278,0.07141113,0.83984375,0.01724243
test/ISIC_0035107.jpg,5,5,0.02043152,0.01757812,0.01875305,0.0202179,0.01750183,0.88867188,0.01689148
test/ISIC_0034621.jpg,5,5,0.01512909,0.01789856,0.01082611,0.01457214,0.105896,0.80664062,0.0292511
test/ISIC_0034580.jpg,5,5,0.01931763,0.01911926,0.01028442,0.02078247,0.01832581,0.89550781,0.01669312
test/ISIC_0035687.jpg,5,5,0.01889038,0.01394653,0.0125885,0.019104,0.02011108,0.89794922,0.01745605
test/ISIC_0035071.jpg,5,5,0.01896667,0.01899719,0.01858521,0.02131653,0.01501465,0.890625,0.01628113
test/ISIC_0035061.jpg,5,5,0.0171814,0.01965332,0.01501465,0.02323914,0.01330566,0.89355469,0.01818848
test/ISIC_0035276.jpg,3,3,0.01204681,0.38818359,0.01262665,0.47192383,0.07073975,0.02638245,0.0178833
test/ISIC_0035971.jpg,5,5,0.0193634,0.01520538,0.01359558,0.01445007,0.06738281,0.85693359,0.01319885
test/ISIC_0035626.jpg,0,0,0.89306641,0.02217102,0.01522827,0.0196991,0.01360321,0.01556396,0.02044678
test/ISIC_0035235.jpg,5,5,0.01568604,0.0165863,0.01292419,0.01832581,0.03100586,0.8828125,0.02281189
test/ISIC_0034924.jpg,5,5,0.01947021,0.02209473,0.01881409,0.01965332,0.0184021,0.88476562,0.01693726
test/ISIC_0035918.jpg,2,4,0.01412201,0.01290894,0.04119873,0.04296875,0.73144531,0.14770508,0.00959015
test/ISIC_0035714.jpg,4,5,0.02131653,0.01628113,0.01135254,0.01708984,0.02157593,0.89208984,0.0202179
test/ISIC_0035855.jpg,1,1,0.01672363,0.87353516,0.01348877,0.01860046,0.019104,0.02819824,0.03038025
test/ISIC_0035628.jpg,5,5,0.01983643,0.01712036,0.01602173,0.02052307,0.01261902,0.89697266,0.01687622
test/ISIC_0035517.jpg,2,2,0.09973145,0.01180267,0.81445312,0.01823425,0.02650452,0.0125351,0.01667786
test/ISIC_0035849.jpg,5,4,0.01565552,0.01337433,0.02124023,0.01622009,0.82861328,0.09051514,0.01417542
test/ISIC_0035220.jpg,5,5,0.02017212,0.01322937,0.01512146,0.01400757,0.04614258,0.87890625,0.01261139
test/ISIC_0035725.jpg,5,5,0.0216217,0.01391602,0.01314545,0.01295471,0.02824402,0.89599609,0.01402283
test/ISIC_0035375.jpg,5,5,0.02185059,0.01947021,0.01635742,0.02183533,0.01629639,0.88818359,0.01582336
test/ISIC_0035862.jpg,5,4,0.01728821,0.01522064,0.01887512,0.01374817,0.73486328,0.18701172,0.01295471
test/ISIC_0035381.jpg,5,5,0.01792908,0.01235962,0.14868164,0.01185608,0.07519531,0.72119141,0.01274109
test/ISIC_0035916.jpg,5,4,0.02209473,0.01464844,0.01345062,0.02246094,0.6875,0.22424316,0.01574707
test/ISIC_0034711.jpg,2,2,0.02035522,0.01683044,0.88720703,0.02246094,0.01683044,0.01464844,0.02142334
test/ISIC_0035500.jpg,5,5,0.01889038,0.01811218,0.01520538,0.02287292,0.01356506,0.89648438,0.01493835
test/ISIC_0035969.jpg,5,4,0.02536011,0.01705933,0.01387787,0.02127075,0.81298828,0.09344482,0.01602173
test/ISIC_0035012.jpg,3,3,0.01565552,0.01730347,0.02131653,0.88671875,0.0166626,0.02442932,0.01806641
test/ISIC_0035378.jpg,5,5,0.0254364,0.02441406,0.02079773,0.02433777,0.01643372,0.87109375,0.01754761
test/ISIC_0035188.jpg,5,5,0.01750183,0.01809692,0.0138092,0.01934814,0.0173645,0.89501953,0.0188446
test/ISIC_0035325.jpg,5,5,0.02207947,0.01728821,0.01867676,0.02033997,0.01096344,0.89355469,0.01733398
test/ISIC_0035776.jpg,2,2,0.02153015,0.01557922,0.87402344,0.02250671,0.01583862,0.03463745,0.01608276
test/ISIC_0034825.jpg,2,4,0.01571655,0.02572632,0.04846191,0.08551025,0.70019531,0.11590576,0.00865936
test/ISIC_0034824.jpg,5,5,0.02241516,0.0227356,0.02029419,0.0226593,0.01911926,0.87255859,0.02032471
test/ISIC_0034659.jpg,5,5,0.02270508,0.01863098,0.02030945,0.02851868,0.01467133,0.88134766,0.01370239
test/ISIC_0035627.jpg,2,0,0.87255859,0.013237,0.03775024,0.01589966,0.02859497,0.01719666,0.01499176
test/ISIC_0035569.jpg,5,5,0.01968384,0.01908875,0.01907349,0.02009583,0.0168457,0.88867188,0.01675415
test/ISIC_0035741.jpg,2,5,0.21105957,0.01672363,0.02098083,0.01971436,0.03128052,0.68164062,0.01870728
test/ISIC_0035387.jpg,5,5,0.01914978,0.0269165,0.04556274,0.02275085,0.0099411,0.84814453,0.02766418
test/ISIC_0035217.jpg,5,5,0.01649475,0.01248932,0.0138855,0.01611328,0.0453186,0.88037109,0.01521301
test/ISIC_0034941.jpg,5,5,0.014328,0.01279449,0.06567383,0.01477814,0.28979492,0.58691406,0.01564026
test/ISIC_0035427.jpg,5,5,0.0206604,0.01869202,0.01763916,0.02441406,0.01450348,0.88525391,0.01896667
test/ISIC_0035238.jpg,5,5,0.01985168,0.01791382,0.01951599,0.01872253,0.01649475,0.88964844,0.01776123
test/ISIC_0036023.jpg,2,2,0.01872253,0.01470947,0.88916016,0.01979065,0.01733398,0.02050781,0.01959229
test/ISIC_0035018.jpg,2,2,0.02488708,0.01146698,0.89648438,0.01451111,0.02119446,0.01756287,0.01409149
test/ISIC_0035614.jpg,5,5,0.01824951,0.01725769,0.015625,0.02018738,0.01450348,0.89697266,0.01722717
test/ISIC_0035745.jpg,5,5,0.02030945,0.01974487,0.02603149,0.01881409,0.01128387,0.88720703,0.01681519
test/ISIC_0035905.jpg,6,6,0.01480103,0.0136795,0.06243896,0.01646423,0.17810059,0.3112793,0.40332031
test/ISIC_0035568.jpg,5,5,0.02174377,0.01879883,0.02272034,0.01954651,0.01800537,0.87695312,0.02238464
test/ISIC_0034841.jpg,5,5,0.02304077,0.01715088,0.01272583,0.01948547,0.01421356,0.89697266,0.01625061
test/ISIC_0036026.jpg,4,4,0.02825928,0.01965332,0.01947021,0.03765869,0.84521484,0.0223999,0.02720642
test/ISIC_0036020.jpg,5,5,0.03001404,0.02331543,0.02600098,0.03427124,0.01103973,0.82373047,0.05163574
test/ISIC_0034814.jpg,6,6,0.03091431,0.00984192,0.02560425,0.02920532,0.32421875,0.07983398,0.50048828
test/ISIC_0035222.jpg,5,5,0.01696777,0.01785278,0.01428986,0.0196228,0.01908875,0.89599609,0.01626587
test/ISIC_0035187.jpg,5,5,0.02264404,0.01322174,0.02738953,0.01713562,0.34448242,0.55957031,0.01560974
test/ISIC_0034797.jpg,5,4,0.02175903,0.0206604,0.03186035,0.02183533,0.45483398,0.43066406,0.01856995
test/ISIC_0034944.jpg,5,5,0.01644897,0.02305603,0.03991699,0.0138092,0.38476562,0.48730469,0.03457642
test/ISIC_0034718.jpg,5,4,0.01794434,0.01372528,0.01655579,0.01889038,0.54638672,0.36816406,0.01843262
test/ISIC_0034827.jpg,5,5,0.02026367,0.0188446,0.01858521,0.02189636,0.01687622,0.88427734,0.01908875
test/ISIC_0034755.jpg,2,5,0.02653503,0.01473236,0.36987305,0.02029419,0.01532745,0.53613281,0.01689148
test/ISIC_0034960.jpg,1,1,0.02172852,0.87207031,0.01500702,0.0227356,0.022995,0.01950073,0.02603149
test/ISIC_0034884.jpg,5,5,0.02500916,0.01521301,0.0153656,0.01795959,0.01531982,0.89794922,0.01328278
test/ISIC_0034570.jpg,2,2,0.01280212,0.01491547,0.81396484,0.01343536,0.04797363,0.07904053,0.01760864
test/ISIC_0034816.jpg,5,5,0.0134964,0.01236725,0.0148468,0.01278687,0.05230713,0.87792969,0.01637268
test/ISIC_0035576.jpg,5,5,0.02384949,0.02249146,0.02090454,0.02378845,0.01445007,0.87548828,0.01927185
test/ISIC_0035247.jpg,6,6,0.03240967,0.02232361,0.02261353,0.13708496,0.01264191,0.01687622,0.75585938
test/ISIC_0034609.jpg,5,5,0.02311707,0.0227356,0.02104187,0.02253723,0.04092407,0.84765625,0.02201843
test/ISIC_0034674.jpg,5,5,0.01520538,0.01908875,0.01626587,0.01699829,0.02668762,0.8828125,0.02290344
test/ISIC_0035762.jpg,5,5,0.02052307,0.01785278,0.01409149,0.0193634,0.0153656,0.89794922,0.01483917
test/ISIC_0035136.jpg,2,4,0.0184021,0.01399994,0.02832031,0.01945496,0.84667969,0.05859375,0.01454926
test/ISIC_0035724.jpg,6,6,0.01733398,0.01597595,0.02079773,0.01448059,0.02145386,0.01372528,0.89648438
test/ISIC_0035021.jpg,4,4,0.02357483,0.01898193,0.01425934,0.02380371,0.83935547,0.06161499,0.0184021
test/ISIC_0035485.jpg,5,5,0.0328064,0.01716614,0.01243591,0.02146912,0.3515625,0.54150391,0.02290344
test/ISIC_0035864.jpg,5,5,0.01942444,0.0158844,0.01442719,0.01831055,0.23999023,0.67285156,0.01908875
test/ISIC_0034951.jpg,6,1,0.02481079,0.83251953,0.01409149,0.06817627,0.01353455,0.02540588,0.02142334
test/ISIC_0035173.jpg,5,5,0.01820374,0.01765442,0.01799011,0.02075195,0.01478577,0.890625,0.02011108
test/ISIC_0034692.jpg,2,4,0.02140808,0.01580811,0.23718262,0.02514648,0.65917969,0.02087402,0.02015686
test/ISIC_0035578.jpg,5,5,0.01950073,0.01905823,0.01751709,0.02235413,0.01576233,0.88818359,0.01745605
test/ISIC_0034725.jpg,5,5,0.01397705,0.0209198,0.01295471,0.01957703,0.04666138,0.86230469,0.02351379
test/ISIC_0034983.jpg,5,5,0.02258301,0.02044678,0.0224762,0.01904297,0.0142746,0.88574219,0.01538849
test/ISIC_0035137.jpg,5,5,0.01890564,0.01031494,0.0189209,0.01669312,0.03594971,0.45483398,0.44433594
test/ISIC_0035669.jpg,2,5,0.01759338,0.01724243,0.01657104,0.01927185,0.0227356,0.89257812,0.01374817
test/ISIC_0034675.jpg,2,4,0.0216217,0.01727295,0.02027893,0.01881409,0.87304688,0.03289795,0.01585388
test/ISIC_0034838.jpg,5,5,0.01724243,0.0188446,0.01509857,0.01792908,0.02807617,0.88574219,0.01701355
test/ISIC_0034590.jpg,5,5,0.01470947,0.01579285,0.01078033,0.0150528,0.06878662,0.85791016,0.01701355
test/ISIC_0034534.jpg,5,5,0.01828003,0.01702881,0.01766968,0.02018738,0.01657104,0.89160156,0.01882935
test/ISIC_0034655.jpg,4,4,0.01667786,0.01766968,0.18994141,0.01896667,0.71582031,0.02636719,0.01467896
test/ISIC_0036057.jpg,4,4,0.01998901,0.01811218,0.01794434,0.02232361,0.87158203,0.03146362,0.01843262
test/ISIC_0035016.jpg,5,5,0.02073669,0.01911926,0.01634216,0.02186584,0.01391602,0.89306641,0.01495361
test/ISIC_0035666.jpg,5,4,0.02314758,0.01968384,0.01580811,0.02383423,0.86035156,0.04141235,0.01585388
test/ISIC_0035535.jpg,5,5,0.03115845,0.02131653,0.02770996,0.02507019,0.0141983,0.85693359,0.02349854
test/ISIC_0035111.jpg,5,5,0.01644897,0.01546478,0.01228333,0.01634216,0.01470947,0.86425781,0.06039429
test/ISIC_0035957.jpg,1,1,0.01402283,0.88916016,0.0129776,0.0198822,0.03070068,0.01548004,0.01799011
test/ISIC_0035105.jpg,5,5,0.02581787,0.01641846,0.01789856,0.01785278,0.02172852,0.87597656,0.02432251
test/ISIC_0035720.jpg,4,4,0.02380371,0.02139282,0.02384949,0.02316284,0.87646484,0.01528931,0.01628113
test/ISIC_0035374.jpg,1,2,0.02325439,0.03219604,0.75537109,0.01422882,0.02825928,0.08172607,0.06518555
test/ISIC_0034806.jpg,5,5,0.01878357,0.02027893,0.01487732,0.01896667,0.0164032,0.89257812,0.01806641
test/ISIC_0035407.jpg,5,5,0.02349854,0.0229187,0.02354431,0.02185059,0.01773071,0.87353516,0.01696777
test/ISIC_0035504.jpg,2,4,0.01776123,0.01374054,0.10955811,0.01654053,0.42797852,0.40087891,0.01361847
test/ISIC_0035207.jpg,4,4,0.01140594,0.06182861,0.07525635,0.01409912,0.73095703,0.09747314,0.00893402
test/ISIC_0035749.jpg,5,5,0.02056885,0.01853943,0.01280975,0.02194214,0.01360321,0.89501953,0.01733398
test/ISIC_0035637.jpg,4,4,0.02363586,0.0196991,0.02011108,0.02215576,0.86816406,0.02587891,0.02029419
test/ISIC_0035825.jpg,4,4,0.01547241,0.01528168,0.01553345,0.01846313,0.87353516,0.04385376,0.01766968
test/ISIC_0035537.jpg,5,5,0.02345276,0.01853943,0.02130127,0.02386475,0.01704407,0.88134766,0.01465607
test/ISIC_0034819.jpg,4,4,0.02397156,0.02160645,0.01945496,0.02305603,0.88378906,0.01438904,0.01384735
test/ISIC_0035113.jpg,5,5,0.02105713,0.01901245,0.02246094,0.02069092,0.01538086,0.88378906,0.01763916
test/ISIC_0034934.jpg,4,4,0.01869202,0.01034546,0.03964233,0.02133179,0.79882812,0.097229,0.0140686
test/ISIC_0034668.jpg,5,5,0.01494598,0.01474762,0.01721191,0.01739502,0.02828979,0.89208984,0.01529694
test/ISIC_0035678.jpg,5,5,0.02359009,0.02032471,0.01490021,0.02139282,0.01812744,0.88232422,0.01934814
test/ISIC_0034887.jpg,6,6,0.01346588,0.01215363,0.0160675,0.06109619,0.0259552,0.01520538,0.85595703
test/ISIC_0035717.jpg,5,5,0.020401,0.02145386,0.01997375,0.01612854,0.0136261,0.89111328,0.01724243
test/ISIC_0035866.jpg,2,4,0.01530457,0.0150528,0.29077148,0.01765442,0.58496094,0.05548096,0.02052307
test/ISIC_0034845.jpg,5,5,0.01670837,0.01771545,0.01374817,0.0188446,0.01908875,0.89697266,0.0168457
test/ISIC_0035796.jpg,5,5,0.03161621,0.02284241,0.04187012,0.01605225,0.2434082,0.62939453,0.01477814
test/ISIC_0035496.jpg,5,5,0.0173645,0.01669312,0.0150528,0.01719666,0.01389313,0.90039062,0.01951599
test/ISIC_0035585.jpg,1,1,0.04370117,0.88427734,0.01378632,0.01189423,0.01337433,0.01557159,0.01733398
test/ISIC_0035761.jpg,1,1,0.02001953,0.84033203,0.06018066,0.02767944,0.01574707,0.01914978,0.01687622
test/ISIC_0035839.jpg,5,4,0.02137756,0.01541138,0.01580811,0.0168457,0.76123047,0.15441895,0.01468658
test/ISIC_0035233.jpg,5,5,0.01805115,0.0163269,0.01392365,0.01849365,0.02003479,0.89550781,0.01760864
test/ISIC_0036009.jpg,1,4,0.01821899,0.0186615,0.04898071,0.01478577,0.84082031,0.04534912,0.01312256
test/ISIC_0035337.jpg,5,5,0.02072144,0.01766968,0.01679993,0.01899719,0.0149765,0.89306641,0.01766968
test/ISIC_0035255.jpg,5,5,0.01939392,0.01776123,0.01519775,0.01937866,0.012146,0.89746094,0.01861572
test/ISIC_0035096.jpg,5,5,0.02166748,0.02180481,0.01757812,0.02493286,0.01742554,0.87792969,0.01864624
test/ISIC_0035871.jpg,1,1,0.02577209,0.82958984,0.01853943,0.03671265,0.02464294,0.02224731,0.04226685
test/ISIC_0034962.jpg,5,5,0.02079773,0.01815796,0.01896667,0.0202179,0.01467133,0.88916016,0.01802063
test/ISIC_0035699.jpg,5,5,0.02713013,0.0249176,0.02000427,0.0255127,0.02035522,0.86279297,0.01942444
test/ISIC_0035987.jpg,5,5,0.01937866,0.02124023,0.01777649,0.01956177,0.02690125,0.87695312,0.01820374
test/ISIC_0035726.jpg,5,5,0.02511597,0.02218628,0.02261353,0.01757812,0.40771484,0.49072266,0.01413727
test/ISIC_0035574.jpg,5,5,0.02947998,0.0193634,0.02366638,0.02243042,0.01482391,0.86865234,0.0216217
test/ISIC_0035356.jpg,5,5,0.02557373,0.01311493,0.01194,0.01629639,0.05093384,0.86767578,0.01444244
test/ISIC_0035563.jpg,5,5,0.01931763,0.01820374,0.01669312,0.01956177,0.01415253,0.89550781,0.01675415
test/ISIC_0035224.jpg,4,4,0.0193634,0.01779175,0.01765442,0.01731873,0.8828125,0.02682495,0.01846313
test/ISIC_0034956.jpg,5,5,0.01631165,0.01933289,0.01412201,0.01817322,0.05871582,0.859375,0.01387024
test/ISIC_0035130.jpg,4,5,0.01664734,0.01236725,0.00839996,0.01977539,0.05813599,0.8671875,0.01768494
test/ISIC_0034818.jpg,5,4,0.01552582,0.01454163,0.0209198,0.01690674,0.84960938,0.06787109,0.0147934
test/ISIC_0034805.jpg,6,6,0.02204895,0.04754639,0.01875305,0.01779175,0.01294708,0.01294708,0.86816406
test/ISIC_0035680.jpg,4,5,0.02140808,0.01400757,0.01225281,0.01747131,0.02392578,0.89404297,0.01705933
test/ISIC_0035926.jpg,2,2,0.02053833,0.01499176,0.81005859,0.0246582,0.01135254,0.09844971,0.01980591
test/ISIC_0035177.jpg,4,4,0.02145386,0.02124023,0.014534,0.02090454,0.76171875,0.14172363,0.01856995
test/ISIC_0035807.jpg,2,5,0.04467773,0.02275085,0.21948242,0.06298828,0.01259613,0.62109375,0.0166626
