filename,true_label,pred_label
Benign/6681.jpg,Benign,Malignant
Benign/6933.jpg,Benign,Malignant
Benign/6558.jpg,Benign,Malignant
Benign/6613.jpg,Benign,Malignant
Benign/6803.jpg,Benign,Malignant
Benign/6910.jpg,Benign,Malignant
Benign/6705.jpg,Benign,Malignant
Benign/7273.jpg,Benign,Malignant
Benign/6924.jpg,Benign,Malignant
Benign/7079.jpg,Benign,Malignant
Benign/6570.jpg,Benign,Malignant
Benign/6569.jpg,Benign,Malignant
Benign/6371.jpg,Benign,Malignant
Benign/7025.jpg,Benign,Malignant
Benign/7059.jpg,Benign,Malignant
Benign/7167.jpg,Benign,Malignant
Benign/7181.jpg,Benign,Malignant
Benign/6961.jpg,Benign,Malignant
Benign/6348.jpg,Benign,Malignant
Benign/6874.jpg,Benign,Malignant
Benign/7271.jpg,Benign,Malignant
Benign/7248.jpg,Benign,Malignant
Benign/6576.jpg,Benign,Malignant
Benign/6629.jpg,Benign,Malignant
Benign/6829.jpg,Benign,Malignant
Benign/6673.jpg,Benign,Malignant
Benign/6952.jpg,Benign,Malignant
Benign/6859.jpg,Benign,Malignant
Benign/6666.jpg,Benign,Malignant
Benign/7140.jpg,Benign,Malignant
Benign/6574.jpg,Benign,Malignant
Benign/7047.jpg,Benign,Malignant
Benign/7060.jpg,Benign,Malignant
Benign/7234.jpg,Benign,Malignant
Benign/7242.jpg,Benign,Malignant
Benign/6934.jpg,Benign,Malignant
Benign/6720.jpg,Benign,Malignant
Benign/6881.jpg,Benign,Malignant
Benign/6777.jpg,Benign,Malignant
Benign/6930.jpg,Benign,Malignant
Benign/6757.jpg,Benign,Malignant
Benign/7052.jpg,Benign,Malignant
Benign/6423.jpg,Benign,Malignant
Benign/6733.jpg,Benign,Malignant
Benign/6657.jpg,Benign,Malignant
Benign/7166.jpg,Benign,Malignant
Benign/6579.jpg,Benign,Malignant
Benign/6820.jpg,Benign,Malignant
Benign/6356.jpg,Benign,Malignant
Benign/7155.jpg,Benign,Malignant
Benign/7173.jpg,Benign,Malignant
Benign/6846.jpg,Benign,Malignant
Benign/7231.jpg,Benign,Malignant
Benign/6680.jpg,Benign,Malignant
Benign/6563.jpg,Benign,Malignant
Benign/7136.jpg,Benign,Malignant
Benign/6896.jpg,Benign,Malignant
Benign/6976.jpg,Benign,Malignant
Benign/6401.jpg,Benign,Malignant
Benign/6883.jpg,Benign,Malignant
Benign/6752.jpg,Benign,Malignant
Benign/6609.jpg,Benign,Malignant
Benign/6421.jpg,Benign,Malignant
Benign/6709.jpg,Benign,Malignant
Benign/7100.jpg,Benign,Malignant
Benign/6547.jpg,Benign,Malignant
Benign/6363.jpg,Benign,Malignant
Benign/6383.jpg,Benign,Malignant
Benign/6615.jpg,Benign,Malignant
Benign/6866.jpg,Benign,Malignant
Benign/7148.jpg,Benign,Malignant
Benign/7096.jpg,Benign,Malignant
Benign/6919.jpg,Benign,Malignant
Benign/6631.jpg,Benign,Malignant
Benign/6799.jpg,Benign,Malignant
Benign/6647.jpg,Benign,Malignant
Benign/6728.jpg,Benign,Malignant
Benign/7122.jpg,Benign,Malignant
Benign/6426.jpg,Benign,Malignant
Benign/7104.jpg,Benign,Malignant
Benign/7121.jpg,Benign,Malignant
Benign/7154.jpg,Benign,Malignant
Benign/6762.jpg,Benign,Malignant
Benign/6585.jpg,Benign,Malignant
Benign/7130.jpg,Benign,Malignant
Benign/7045.jpg,Benign,Malignant
Benign/6775.jpg,Benign,Malignant
Benign/6792.jpg,Benign,Malignant
Benign/6702.jpg,Benign,Malignant
Benign/6942.jpg,Benign,Malignant
Benign/7097.jpg,Benign,Malignant
Benign/7035.jpg,Benign,Malignant
Benign/6661.jpg,Benign,Malignant
Benign/6508.jpg,Benign,Malignant
Benign/6701.jpg,Benign,Malignant
Benign/6916.jpg,Benign,Malignant
Benign/6675.jpg,Benign,Malignant
Benign/7069.jpg,Benign,Malignant
Benign/6756.jpg,Benign,Malignant
Benign/6480.jpg,Benign,Malignant
Benign/6974.jpg,Benign,Malignant
Benign/7086.jpg,Benign,Malignant
Benign/6847.jpg,Benign,Malignant
Benign/7124.jpg,Benign,Malignant
Benign/7236.jpg,Benign,Malignant
Benign/7263.jpg,Benign,Unknown
Benign/6658.jpg,Benign,Malignant
Benign/6798.jpg,Benign,Malignant
Benign/6958.jpg,Benign,Malignant
Benign/7095.jpg,Benign,Malignant
Benign/6394.jpg,Benign,Malignant
Benign/6404.jpg,Benign,Malignant
Benign/6601.jpg,Benign,Malignant
Benign/6835.jpg,Benign,Malignant
Benign/6646.jpg,Benign,Malignant
Benign/6628.jpg,Benign,Malignant
Benign/7196.jpg,Benign,Malignant
Benign/7199.jpg,Benign,Malignant
Benign/6980.jpg,Benign,Malignant
Benign/7098.jpg,Benign,Malignant
Benign/7024.jpg,Benign,Malignant
Benign/6621.jpg,Benign,Malignant
Benign/7119.jpg,Benign,Malignant
Benign/6457.jpg,Benign,Malignant
Benign/7254.jpg,Benign,Malignant
Benign/6667.jpg,Benign,Malignant
Benign/6500.jpg,Benign,Malignant
Benign/6914.jpg,Benign,Malignant
Benign/6865.jpg,Benign,Malignant
Benign/7040.jpg,Benign,Malignant
Benign/6428.jpg,Benign,Malignant
Benign/7032.jpg,Benign,Malignant
Benign/6557.jpg,Benign,Malignant
Benign/6950.jpg,Benign,Malignant
Benign/6545.jpg,Benign,Malignant
Benign/6652.jpg,Benign,Malignant
Benign/7064.jpg,Benign,Malignant
Benign/6670.jpg,Benign,Malignant
Benign/7191.jpg,Benign,Malignant
Benign/6452.jpg,Benign,Malignant
Benign/6826.jpg,Benign,Malignant
Benign/7009.jpg,Benign,Malignant
Benign/6592.jpg,Benign,Malignant
Benign/6880.jpg,Benign,Malignant
Benign/7210.jpg,Benign,Malignant
Benign/6415.jpg,Benign,Malignant
Benign/7038.jpg,Benign,Unknown
Benign/7135.jpg,Benign,Malignant
Benign/6409.jpg,Benign,Malignant
Benign/6634.jpg,Benign,Malignant
Benign/7221.jpg,Benign,Malignant
Benign/7099.jpg,Benign,Malignant
Benign/7004.jpg,Benign,Malignant
Benign/6544.jpg,Benign,Malignant
Benign/6912.jpg,Benign,Malignant
Benign/6416.jpg,Benign,Malignant
Benign/6515.jpg,Benign,Malignant
Benign/6770.jpg,Benign,Malignant
Benign/6911.jpg,Benign,Malignant
Benign/7049.jpg,Benign,Malignant
Benign/7043.jpg,Benign,Malignant
Benign/6471.jpg,Benign,Malignant
Benign/6727.jpg,Benign,Malignant
Benign/7172.jpg,Benign,Malignant
Benign/6575.jpg,Benign,Malignant
Benign/7105.jpg,Benign,Malignant
Benign/7175.jpg,Benign,Malignant
Benign/6542.jpg,Benign,Malignant
Benign/6893.jpg,Benign,Malignant
Benign/6992.jpg,Benign,Malignant
Benign/6793.jpg,Benign,Malignant
Benign/6839.jpg,Benign,Malignant
Benign/6685.jpg,Benign,Malignant
Benign/6693.jpg,Benign,Malignant
Benign/7020.jpg,Benign,Malignant
Benign/6824.jpg,Benign,Malignant
Benign/7208.jpg,Benign,Malignant
Benign/6804.jpg,Benign,Malignant
Benign/7289.jpg,Benign,Malignant
Benign/7067.jpg,Benign,Malignant
Benign/7284.jpg,Benign,Malignant
Benign/6716.jpg,Benign,Malignant
Benign/6915.jpg,Benign,Malignant
Benign/7144.jpg,Benign,Malignant
Benign/7261.jpg,Benign,Malignant
Benign/6729.jpg,Benign,Malignant
Benign/6671.jpg,Benign,Malignant
Benign/6694.jpg,Benign,Malignant
Benign/7279.jpg,Benign,Malignant
Benign/6399.jpg,Benign,Malignant
Benign/7150.jpg,Benign,Malignant
Benign/6594.jpg,Benign,Malignant
Benign/6353.jpg,Benign,Malignant
Benign/6375.jpg,Benign,Malignant
Benign/7089.jpg,Benign,Malignant
Benign/7184.jpg,Benign,Malignant
Benign/6892.jpg,Benign,Malignant
Benign/6441.jpg,Benign,Malignant
Benign/7235.jpg,Benign,Malignant
Benign/6734.jpg,Benign,Malignant
Benign/7240.jpg,Benign,Malignant
Benign/7132.jpg,Benign,Malignant
Benign/6867.jpg,Benign,Malignant
Benign/6518.jpg,Benign,Malignant
Benign/6955.jpg,Benign,Malignant
Benign/7005.jpg,Benign,Malignant
Benign/6580.jpg,Benign,Malignant
Benign/6477.jpg,Benign,Malignant
Benign/6677.jpg,Benign,Malignant
Benign/7039.jpg,Benign,Malignant
Benign/6437.jpg,Benign,Malignant
Benign/6781.jpg,Benign,Malignant
Benign/6550.jpg,Benign,Malignant
Benign/6908.jpg,Benign,Malignant
Benign/6889.jpg,Benign,Malignant
Benign/6635.jpg,Benign,Malignant
Benign/6926.jpg,Benign,Malignant
Benign/6360.jpg,Benign,Malignant
Benign/7021.jpg,Benign,Malignant
Benign/6664.jpg,Benign,Malignant
Benign/6454.jpg,Benign,Malignant
Benign/6449.jpg,Benign,Malignant
Benign/7276.jpg,Benign,Malignant
Benign/7083.jpg,Benign,Malignant
Benign/6367.jpg,Benign,Malignant
Benign/6764.jpg,Benign,Malignant
Benign/7152.jpg,Benign,Malignant
Benign/6662.jpg,Benign,Malignant
Benign/6349.jpg,Benign,Malignant
Benign/6871.jpg,Benign,Malignant
Benign/6687.jpg,Benign,Malignant
Benign/6560.jpg,Benign,Malignant
Benign/6351.jpg,Benign,Malignant
Benign/6424.jpg,Benign,Malignant
Benign/6856.jpg,Benign,Malignant
Benign/7293.jpg,Benign,Malignant
Benign/6979.jpg,Benign,Malignant
Benign/6453.jpg,Benign,Malignant
Benign/6521.jpg,Benign,Malignant
Benign/6858.jpg,Benign,Malignant
Benign/6445.jpg,Benign,Malignant
Benign/6364.jpg,Benign,Malignant
Benign/6711.jpg,Benign,Malignant
Benign/6927.jpg,Benign,Malignant
Benign/6427.jpg,Benign,Malignant
Benign/6715.jpg,Benign,Malignant
Benign/6828.jpg,Benign,Malignant
Benign/7077.jpg,Benign,Malignant
Benign/6879.jpg,Benign,Malignant
Benign/7008.jpg,Benign,Malignant
Benign/6525.jpg,Benign,Malignant
Benign/6819.jpg,Benign,Malignant
Benign/6392.jpg,Benign,Malignant
Benign/6732.jpg,Benign,Malignant
Benign/6724.jpg,Benign,Unknown
Benign/6620.jpg,Benign,Malignant
Benign/6407.jpg,Benign,Malignant
Benign/6988.jpg,Benign,Malignant
Benign/6870.jpg,Benign,Malignant
Benign/6925.jpg,Benign,Malignant
Benign/7243.jpg,Benign,Malignant
Benign/6806.jpg,Benign,Malignant
Benign/7168.jpg,Benign,Malignant
Benign/6994.jpg,Benign,Malignant
Benign/7145.jpg,Benign,Malignant
Benign/7065.jpg,Benign,Malignant
Benign/6626.jpg,Benign,Malignant
Benign/6928.jpg,Benign,Malignant
Benign/6573.jpg,Benign,Malignant
Benign/7275.jpg,Benign,Malignant
Benign/6672.jpg,Benign,Malignant
Benign/7274.jpg,Benign,Malignant
Benign/7280.jpg,Benign,Malignant
Benign/6776.jpg,Benign,Malignant
Benign/6813.jpg,Benign,Malignant
Benign/6485.jpg,Benign,Malignant
Benign/7137.jpg,Benign,Malignant
Benign/7084.jpg,Benign,Malignant
Benign/6476.jpg,Benign,Malignant
Benign/6559.jpg,Benign,Malignant
Benign/6827.jpg,Benign,Malignant
Benign/7186.jpg,Benign,Malignant
Benign/6708.jpg,Benign,Malignant
Benign/7253.jpg,Benign,Malignant
Benign/6649.jpg,Benign,Malignant
Benign/7018.jpg,Benign,Malignant
Benign/6479.jpg,Benign,Malignant
Benign/6516.jpg,Benign,Malignant
Benign/6864.jpg,Benign,Malignant
Benign/6825.jpg,Benign,Malignant
Benign/7006.jpg,Benign,Malignant
Benign/7267.jpg,Benign,Malignant
Benign/6985.jpg,Benign,Malignant
Benign/6526.jpg,Benign,Malignant
Benign/7085.jpg,Benign,Malignant
Benign/7112.jpg,Benign,Malignant
Benign/6372.jpg,Benign,Malignant
Benign/6466.jpg,Benign,Malignant
Benign/6922.jpg,Benign,Malignant
Benign/7027.jpg,Benign,Malignant
Benign/7282.jpg,Benign,Malignant
Benign/7296.jpg,Benign,Malignant
Benign/6686.jpg,Benign,Malignant
Benign/7094.jpg,Benign,Malignant
Benign/6981.jpg,Benign,Malignant
Benign/7229.jpg,Benign,Malignant
Benign/6597.jpg,Benign,Malignant
Benign/6468.jpg,Benign,Malignant
Benign/6773.jpg,Benign,Malignant
Benign/6939.jpg,Benign,Malignant
Benign/6767.jpg,Benign,Malignant
Benign/7294.jpg,Benign,Malignant
Benign/6755.jpg,Benign,Malignant
Benign/7046.jpg,Benign,Malignant
Benign/7247.jpg,Benign,Malignant
Benign/6467.jpg,Benign,Malignant
Benign/7143.jpg,Benign,Malignant
Benign/7106.jpg,Benign,Malignant
Benign/7209.jpg,Benign,Malignant
Benign/6380.jpg,Benign,Malignant
Benign/6605.jpg,Benign,Malignant
Benign/6795.jpg,Benign,Malignant
Benign/6822.jpg,Benign,Malignant
Benign/6578.jpg,Benign,Malignant
Benign/7159.jpg,Benign,Malignant
Benign/6815.jpg,Benign,Malignant
Benign/6808.jpg,Benign,Malignant
Benign/6700.jpg,Benign,Malignant
Benign/6430.jpg,Benign,Malignant
Benign/6735.jpg,Benign,Malignant
Benign/7000.jpg,Benign,Malignant
Benign/6999.jpg,Benign,Malignant
Benign/7026.jpg,Benign,Malignant
Benign/7272.jpg,Benign,Malignant
Benign/7091.jpg,Benign,Malignant
Benign/6949.jpg,Benign,Malignant
Benign/7074.jpg,Benign,Malignant
Benign/7066.jpg,Benign,Malignant
Benign/7198.jpg,Benign,Malignant
Benign/6887.jpg,Benign,Malignant
Benign/6474.jpg,Benign,Malignant
Benign/6794.jpg,Benign,Malignant
Benign/6697.jpg,Benign,Malignant
Benign/6553.jpg,Benign,Malignant
Benign/6606.jpg,Benign,Unknown
Benign/6956.jpg,Benign,Malignant
Benign/6596.jpg,Benign,Malignant
Benign/6797.jpg,Benign,Malignant
Benign/7048.jpg,Benign,Malignant
Benign/7244.jpg,Benign,Malignant
Benign/6906.jpg,Benign,Malignant
Benign/6489.jpg,Benign,Malignant
Benign/7093.jpg,Benign,Malignant
Benign/7290.jpg,Benign,Malignant
Benign/7264.jpg,Benign,Malignant
Benign/7012.jpg,Benign,Malignant
Benign/6552.jpg,Benign,Malignant
Benign/6350.jpg,Benign,Malignant
Benign/6402.jpg,Benign,Malignant
Benign/7133.jpg,Benign,Malignant
Benign/7113.jpg,Benign,Malignant
Benign/6698.jpg,Benign,Malignant
Benign/6586.jpg,Benign,Malignant
Benign/7227.jpg,Benign,Malignant
Benign/6817.jpg,Benign,Malignant
Benign/7076.jpg,Benign,Malignant
Benign/6422.jpg,Benign,Malignant
Benign/6543.jpg,Benign,Malignant
Benign/7147.jpg,Benign,Malignant
Benign/7246.jpg,Benign,Malignant
Benign/6633.jpg,Benign,Malignant
Benign/7054.jpg,Benign,Malignant
Benign/6497.jpg,Benign,Malignant
Benign/6782.jpg,Benign,Malignant
Benign/7120.jpg,Benign,Malignant
Benign/6845.jpg,Benign,Malignant
Benign/6718.jpg,Benign,Malignant
Benign/7002.jpg,Benign,Malignant
Benign/6400.jpg,Benign,Malignant
Benign/6433.jpg,Benign,Malignant
Benign/7226.jpg,Benign,Malignant
Benign/7030.jpg,Benign,Malignant
Benign/7241.jpg,Benign,Malignant
Benign/6899.jpg,Benign,Malignant
Benign/6588.jpg,Benign,Malignant
Benign/6778.jpg,Benign,Malignant
Benign/6641.jpg,Benign,Malignant
Benign/6541.jpg,Benign,Malignant
Benign/6832.jpg,Benign,Malignant
Benign/6622.jpg,Benign,Malignant
Benign/6582.jpg,Benign,Malignant
Benign/6510.jpg,Benign,Malignant
Benign/7283.jpg,Benign,Malignant
Benign/6432.jpg,Benign,Malignant
Benign/6970.jpg,Benign,Malignant
Benign/7218.jpg,Benign,Malignant
Benign/6769.jpg,Benign,Malignant
Benign/7068.jpg,Benign,Malignant
Benign/7251.jpg,Benign,Malignant
Benign/6535.jpg,Benign,Malignant
Benign/7190.jpg,Benign,Malignant
Benign/6852.jpg,Benign,Malignant
Benign/6823.jpg,Benign,Malignant
Benign/6938.jpg,Benign,Malignant
Benign/6771.jpg,Benign,Malignant
Benign/6712.jpg,Benign,Malignant
Benign/7151.jpg,Benign,Malignant
Benign/6749.jpg,Benign,Malignant
Benign/6940.jpg,Benign,Malignant
Benign/6493.jpg,Benign,Malignant
Benign/7078.jpg,Benign,Malignant
Benign/7019.jpg,Benign,Malignant
Benign/6651.jpg,Benign,Malignant
Benign/6983.jpg,Benign,Malignant
Benign/6378.jpg,Benign,Malignant
Benign/6989.jpg,Benign,Malignant
Benign/6456.jpg,Benign,Malignant
Benign/6604.jpg,Benign,Malignant
Benign/6784.jpg,Benign,Malignant
Benign/6965.jpg,Benign,Malignant
Benign/7180.jpg,Benign,Malignant
Benign/7114.jpg,Benign,Malignant
Benign/6365.jpg,Benign,Malignant
Benign/6618.jpg,Benign,Malignant
Benign/6469.jpg,Benign,Malignant
Benign/7123.jpg,Benign,Malignant
Benign/6625.jpg,Benign,Malignant
Benign/7071.jpg,Benign,Malignant
Benign/6505.jpg,Benign,Malignant
Benign/6478.jpg,Benign,Malignant
Benign/6751.jpg,Benign,Malignant
Benign/6491.jpg,Benign,Malignant
Benign/6630.jpg,Benign,Malignant
Benign/7268.jpg,Benign,Malignant
Benign/7216.jpg,Benign,Malignant
Benign/7131.jpg,Benign,Malignant
Benign/6759.jpg,Benign,Malignant
Benign/6436.jpg,Benign,Malignant
Benign/6678.jpg,Benign,Malignant
Benign/7262.jpg,Benign,Malignant
Benign/6904.jpg,Benign,Malignant
Benign/6645.jpg,Benign,Malignant
Benign/6607.jpg,Benign,Malignant
Benign/6913.jpg,Benign,Malignant
Benign/6783.jpg,Benign,Malignant
Benign/6393.jpg,Benign,Malignant
Benign/6745.jpg,Benign,Malignant
Benign/7037.jpg,Benign,Malignant
Benign/6495.jpg,Benign,Malignant
Benign/7177.jpg,Benign,Malignant
Benign/7179.jpg,Benign,Malignant
Benign/6420.jpg,Benign,Malignant
Benign/6405.jpg,Benign,Malignant
Benign/6944.jpg,Benign,Malignant
Benign/6750.jpg,Benign,Malignant
Benign/6381.jpg,Benign,Malignant
Benign/6768.jpg,Benign,Malignant
Benign/7042.jpg,Benign,Malignant
Benign/6982.jpg,Benign,Malignant
Benign/7203.jpg,Benign,Malignant
Benign/6369.jpg,Benign,Malignant
Benign/6567.jpg,Benign,Malignant
Benign/6527.jpg,Benign,Malignant
Benign/6610.jpg,Benign,Malignant
Benign/6438.jpg,Benign,Malignant
Benign/6539.jpg,Benign,Malignant
Benign/6665.jpg,Benign,Malignant
Benign/7187.jpg,Benign,Malignant
Benign/7228.jpg,Benign,Malignant
Benign/6358.jpg,Benign,Malignant
Benign/7300.jpg,Benign,Malignant
Benign/7201.jpg,Benign,Malignant
Benign/6532.jpg,Benign,Malignant
Benign/6878.jpg,Benign,Malignant
Benign/6888.jpg,Benign,Malignant
Benign/6791.jpg,Benign,Malignant
Benign/7285.jpg,Benign,Malignant
Benign/6538.jpg,Benign,Malignant
Benign/7141.jpg,Benign,Malignant
Benign/7174.jpg,Benign,Malignant
Benign/6897.jpg,Benign,Malignant
Benign/7134.jpg,Benign,Malignant
Benign/7109.jpg,Benign,Malignant
Benign/6595.jpg,Benign,Malignant
Benign/6744.jpg,Benign,Malignant
Benign/6713.jpg,Benign,Malignant
Benign/7277.jpg,Benign,Malignant
Benign/6753.jpg,Benign,Malignant
Benign/6554.jpg,Benign,Malignant
Benign/6868.jpg,Benign,Malignant
Benign/7164.jpg,Benign,Malignant
Benign/7207.jpg,Benign,Malignant
Benign/7160.jpg,Benign,Malignant
Benign/6780.jpg,Benign,Malignant
Benign/6546.jpg,Benign,Malignant
Benign/7146.jpg,Benign,Malignant
Benign/6736.jpg,Benign,Malignant
Benign/7161.jpg,Benign,Malignant
Benign/7286.jpg,Benign,Malignant
Benign/6886.jpg,Benign,Malignant
Benign/6448.jpg,Benign,Malignant
Benign/6966.jpg,Benign,Malignant
Benign/6529.jpg,Benign,Malignant
Benign/7299.jpg,Benign,Malignant
Benign/7126.jpg,Benign,Malignant
Benign/6487.jpg,Benign,Malignant
Benign/6875.jpg,Benign,Malignant
Benign/6492.jpg,Benign,Malignant
Benign/7057.jpg,Benign,Malignant
Benign/7102.jpg,Benign,Malignant
Benign/7292.jpg,Benign,Malignant
Benign/7156.jpg,Benign,Malignant
Benign/6761.jpg,Benign,Malignant
Benign/6499.jpg,Benign,Malignant
Benign/6511.jpg,Benign,Malignant
Benign/6920.jpg,Benign,Malignant
Benign/6464.jpg,Benign,Malignant
Benign/6710.jpg,Benign,Malignant
Benign/6395.jpg,Benign,Malignant
Benign/6885.jpg,Benign,Malignant
Benign/6507.jpg,Benign,Malignant
Benign/6648.jpg,Benign,Malignant
Benign/6941.jpg,Benign,Malignant
Benign/6488.jpg,Benign,Malignant
Benign/6481.jpg,Benign,Malignant
Benign/6555.jpg,Benign,Malignant
Benign/6998.jpg,Benign,Malignant
Benign/7270.jpg,Benign,Malignant
Benign/7255.jpg,Benign,Malignant
Benign/6376.jpg,Benign,Malignant
Benign/7225.jpg,Benign,Malignant
Benign/6719.jpg,Benign,Malignant
Benign/6413.jpg,Benign,Malignant
Benign/6853.jpg,Benign,Malignant
Benign/6475.jpg,Benign,Malignant
Benign/6679.jpg,Benign,Malignant
Benign/6682.jpg,Benign,Malignant
Benign/6722.jpg,Benign,Malignant
Benign/6975.jpg,Benign,Malignant
Benign/6785.jpg,Benign,Malignant
Benign/6921.jpg,Benign,Malignant
Benign/6540.jpg,Benign,Malignant
Benign/6953.jpg,Benign,Malignant
Benign/6830.jpg,Benign,Malignant
Benign/6684.jpg,Benign,Malignant
Benign/6654.jpg,Benign,Malignant
Benign/7090.jpg,Benign,Malignant
Benign/6854.jpg,Benign,Malignant
Benign/6931.jpg,Benign,Malignant
Benign/6726.jpg,Benign,Malignant
Benign/6935.jpg,Benign,Malignant
Benign/6960.jpg,Benign,Malignant
Benign/6509.jpg,Benign,Malignant
Benign/6663.jpg,Benign,Malignant
Benign/6884.jpg,Benign,Malignant
Benign/6530.jpg,Benign,Malignant
Benign/7278.jpg,Benign,Malignant
Benign/7033.jpg,Benign,Malignant
Benign/6660.jpg,Benign,Malignant
Benign/6900.jpg,Benign,Malignant
Benign/6748.jpg,Benign,Malignant
Benign/6612.jpg,Benign,Malignant
Benign/6581.jpg,Benign,Malignant
Benign/6490.jpg,Benign,Malignant
Benign/6382.jpg,Benign,Malignant
Benign/6396.jpg,Benign,Malignant
Benign/6429.jpg,Benign,Malignant
Benign/6788.jpg,Benign,Malignant
Benign/6840.jpg,Benign,Malignant
Benign/7055.jpg,Benign,Malignant
Benign/6963.jpg,Benign,Malignant
Benign/6473.jpg,Benign,Malignant
Benign/7195.jpg,Benign,Malignant
Benign/7220.jpg,Benign,Malignant
